Basil and Sage: Spice Kittens!,3,0,Kitten,Domestic Short Hair,,Medium,Female,,,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,193,Brooklyn Animal Action,1,No
Thyme and Chive: Spice Kittens!,3,0,Kitten,Domestic Short Hair,,Medium,Male,,,Yes,Vaccinations up to date.,"Other cats, children.",,,187,Brooklyn Animal Action,1,No
Rosemary and Parsley: Spice Kittens!,3,0,Kitten,Domestic Short Hair,,Medium,Female,,,Yes,Vaccinations up to date.,"Other cats, children.",,,183,Brooklyn Animal Action,1,No
Clarissa Dilute Calico Sweet Beauty!,3,0,Young,Calico,,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,197,Brooklyn Animal Action,1,No
Golden-Eyed Zahara Loving Young Calico,3,0,Young,Calico,,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,170,Brooklyn Animal Action,1,No
O-Mazing Olaf! Super Sweet Young Orange!,3,0,Young,Domestic Short Hair,Orange & White,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,194,Brooklyn Animal Action,1,No
Jumping Pixel!,3,0,Young,Domestic Short Hair & Tabby Mix,,Medium,Male,,,Yes,Spayed / neutered.,Other cats.,,,234,Brooklyn Animal Action,1,No
Ben & Jerry: Kittens As sweet as Ice Cream,3,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,265,Brooklyn Animal Action,1,No
Simba,6,0,Adult,Domestic Long Hair,Tabby (Brown / Chocolate),Large,Male,"Friendly, Affectionate, Loyal, Gentle, Smart, Funny, Couch potato, Loves kisses",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Long,291,JerseyCats,1,No
Ziggy,5,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Affectionate, Playful, Athletic",,Yes,"Vaccinations up to date, spayed / neutered.",,$150.00,,Short,200,Hudson County Animal League (HCAL),1,No
