,Unnamed: 0,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,num_cats,cat_id,thirty_days,other_days,spec_needs,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,is_dupe,color_bool,pet_narrative,good_in_a_home_with_bool,prefers_a_home_without_bool,characteristics_bool
1487,900,Hawley & Hope,0,0,Kitten,American Shorthair,Black,Small,Male,unknown,Yes,Vaccinations up to date.,"Other cats, dogs.",,unknown,Short,102.0,Lend-a-Paw Inc.,thirty_days,1,Hawley & Hope Lend-a-Paw Inc.,True,False,False,False,Short,Black,True,False,0,False,Other,Thirty Days Plus,False,True,True,True,False,False
1488,901,Emu,0,0,Kitten,American Shorthair,unknown,Small,Male,unknown,Yes,Vaccinations up to date.,"Other cats, children.",,unknown,Short,65.0,Lend-a-Paw Inc.,thirty_days,1,Emu Lend-a-Paw Inc.,True,False,False,False,Short,unknown,False,False,0,False,Other,Thirty Days Plus,False,False,True,True,False,False
1489,902,Nikko,0,0,Kitten,American Shorthair,Black,Small,Male,", Friendly, Loyal, Affectionate, Gentle, Playful, Independent",Yes,Vaccinations up to date.,"Other cats, children.",,unknown,Short,54.0,Lend-a-Paw Inc.,thirty_days,1,Nikko Lend-a-Paw Inc.,True,False,False,False,Short,Black,False,False,0,False,Other,Thirty Days Plus,False,True,True,True,False,True
1490,903,Philip & Sweet Pea,0,0,Kitten,American Shorthair,Black & White / Tuxedo,Small,Female,", Friendly, Affectionate, Loves kisses, Funny, Smart, Loyal",Yes,Vaccinations up to date.,"Other cats, children.",,unknown,Short,60.0,Lend-a-Paw Inc.,thirty_days,1,Philip & Sweet Pea Lend-a-Paw Inc.,True,False,False,False,Short,Black & White / Tuxedo,True,False,0,False,Other,Thirty Days Plus,False,True,True,True,False,True
1491,904,Cali & Dexter,0,0,Kitten,Domestic Medium Hair,unknown,Small,Female,unknown,Yes,Vaccinations up to date.,"Other cats, children.",,unknown,,213.0,Lend-a-Paw Inc.,thirty_days,1,Cali & Dexter Lend-a-Paw Inc.,True,False,False,False,unknown,unknown,True,False,0,False,Other,Thirty Days Plus,False,False,True,True,False,False
1492,905,Mufasa,2,0,Adult,Domestic Long Hair,Gray / Blue / Silver,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Long,38.0,Lend-a-Paw Inc.,thirty_days,1,Mufasa Lend-a-Paw Inc.,True,False,False,False,Long,Gray / Blue / Silver,False,False,2,True,DLH,Thirty Days Plus,False,True,True,True,False,False
1493,906,Aldie & Opie,0,0,Adult,American Shorthair,Black & White / Tuxedo,Large,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,Short,90.0,Lend-a-Paw Inc.,thirty_days,1,Aldie & Opie Lend-a-Paw Inc.,True,False,False,False,Short,Black & White / Tuxedo,True,False,0,False,Other,Thirty Days Plus,False,True,True,True,False,False
1494,907,Marla,6,0,Adult,Domestic Short Hair,Calico,Medium,Female,"Friendly, Affectionate, Playful",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,108.0,CLAWS,thirty_days,1,Marla CLAWS,True,False,False,False,Short,Calico,False,False,6,True,DSH,Thirty Days Plus,False,True,True,False,False,True
1495,908,Myrna Turner,5,0,Kitten,Domestic Short Hair,Black,Medium,Female,"Affectionate, Smart, Friendly, Independent, Funny",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,97.0,CLAWS,thirty_days,1,Myrna Turner CLAWS,True,False,False,False,Short,Black,False,False,5,True,DSH,Thirty Days Plus,False,True,True,False,False,True
1496,909,Klugman,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Affectionate, Playful, Gentle",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,86.0,CLAWS,thirty_days,1,Klugman CLAWS,True,False,False,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,False,True
1497,910,Wally,3,0,Kitten,Domestic Short Hair,Tortoiseshell,Medium,Female,"Affectionate, Curious, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,142.0,CLAWS,thirty_days,1,Wally CLAWS,True,False,False,False,Short,Tortoiseshell,False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,True
1498,911,Tucson and Hayden,5,0,Young,Domestic Short Hair,Calico,Medium,Female,Playful,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,113.0,CLAWS,thirty_days,1,Tucson and Hayden CLAWS,True,False,False,False,Short,Calico,True,False,5,True,DSH,Thirty Days Plus,False,True,True,False,False,True
1499,912,Tippy and Sugar,6,0,Kitten,Tuxedo,Black & White / Tuxedo,Medium,Female,unknown,Yes,,Other cats.,,unknown,Short,56.0,CLAWS,thirty_days,1,Tippy and Sugar CLAWS,True,False,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1500,913,Fritz,3,0,Adult,Domestic Short Hair,Black,Medium,Male,unknown,Yes,Spayed / neutered.,unknown,,unknown,Short,105.0,CLAWS,thirty_days,1,Fritz CLAWS,True,False,False,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1501,914,Max,3,1,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Playful, loving",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,133.0,CLAWS,thirty_days,1,Max CLAWS,True,False,False,False,Short,Black & White / Tuxedo,False,True,3,True,DSH,Thirty Days Plus,True,True,True,False,False,True
1502,915,Maizy and Mini,6,0,Kitten,Calico,Calico,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,114.0,CLAWS,thirty_days,1,Maizy and Mini CLAWS,True,False,False,False,Short,Calico,True,False,6,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1503,916,Pearl,3,0,Young,Domestic Short Hair,Tabby (Orange / Red),Medium,Female,Affectionate,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,84.0,CLAWS,thirty_days,1,Pearl CLAWS,True,False,False,False,unknown,Tabby (Orange / Red),False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,True
1504,917,Sunday,2,0,Young,Domestic Short Hair,Orange & White,Medium,Male,Loving,Yes,Vaccinations up to date.,unknown,,unknown,,104.0,CLAWS,thirty_days,1,Sunday CLAWS,True,False,False,False,unknown,Orange & White,False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,True
1505,918,Lady,2,0,Adult,Domestic Short Hair,Black,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,CLAWS,thirty_days,1,Lady CLAWS,True,False,False,False,Short,Black,False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1506,919,Beau,3,0,Kitten,Domestic Short Hair,Gray & White,Medium,Female,Friendly and Feisty,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,108.0,CLAWS,thirty_days,1,Beau CLAWS,True,False,False,False,unknown,Gray & White,False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,False,True
1507,920,Tommy,4,0,Kitten,Tabby,Tabby (Buff / Tan / Fawn),Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,unknown,Short,46.0,CLAWS,thirty_days,1,Tommy CLAWS,True,False,False,False,Short,Tabby (Buff / Tan / Fawn),False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1508,921,Mizue,5,0,Adult,Calico,Calico,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,unknown,Short,48.0,CLAWS,thirty_days,1,Mizue CLAWS,True,False,False,False,Short,Calico,False,False,5,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1509,922,Nino,2,0,Young,Domestic Short Hair,Tabby (Tiger Striped),Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,77.0,CLAWS,thirty_days,1,Nino CLAWS,True,False,False,False,unknown,Tabby (Tiger Striped),False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1510,923,Panthro and Selene,5,0,Adult,Sphynx / Hairless Cat,Black,Medium,Male,unknown,Yes,Spayed / neutered.,unknown,,unknown,Hairless,63.0,CLAWS,thirty_days,1,Panthro and Selene CLAWS,True,False,False,False,Hairless,Black,True,False,5,True,Other,Thirty Days Plus,False,True,True,False,False,False
1511,924,Urgent!! Amber Siamese mix NEEDS FOSTER,2,0,Adult,Siamese & Domestic Short Hair Mix,Blue Point,Medium,Female,"Sweet, scared, Gorgeous",Yes,"Vaccinations up to date, spayed / neutered, special needs. Needs socialization.",Other cats.,,unknown,,88.0,CLAWS,thirty_days,1,Urgent!! Amber Siamese mix NEEDS FOSTER CLAWS,True,False,False,False,unknown,Blue Point,False,False,2,True,DSH,Thirty Days Plus,True,True,True,True,False,True
1512,925,Jake,2,0,Adult,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Male,Sweet and Cuddly,Yes,Spayed / neutered.,unknown,,Children.,Short,103.0,CLAWS,thirty_days,1,Jake CLAWS,True,False,False,False,Short,Tabby (Buff / Tan / Fawn),False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,True,True
1513,926,Urgent NEED FOSTER!! Ruby & Sapphire,6,0,Adult,Domestic Short Hair,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,127.0,CLAWS,thirty_days,1,Urgent NEED FOSTER!! Ruby & Sapphire CLAWS,True,False,False,False,Short,unknown,True,False,6,True,DSH,Thirty Days Plus,False,False,True,False,False,False
1514,927,Katie Scarlett,0,0,Adult,American Shorthair,Tabby (Orange / Red),Medium,Female,unknown,Yes,Spayed / neutered.,Other cats.,,unknown,Short,61.0,CLAWS,thirty_days,1,Katie Scarlett CLAWS,True,False,False,False,Short,Tabby (Orange / Red),False,False,0,False,Other,Thirty Days Plus,False,True,True,True,False,False
1515,928,Artemis,0,0,Young,American Shorthair,Black & White / Tuxedo,Medium,Male,unknown,Yes,Spayed / neutered.,Other cats.,,unknown,Short,59.0,CLAWS,thirty_days,1,Artemis CLAWS,True,False,False,False,Short,Black & White / Tuxedo,False,False,0,False,Other,Thirty Days Plus,False,True,True,True,False,False
1516,929,Primrose,0,0,Adult,American Shorthair,Black,Large,Female,unknown,Yes,Spayed / neutered.,Other cats.,,unknown,Short,59.0,CLAWS,thirty_days,1,Primrose CLAWS,True,False,False,False,Short,Black,False,False,0,False,Other,Thirty Days Plus,False,True,True,True,False,False
1517,930,Anisette,0,0,Adult,American Shorthair,Black,Medium,Female,unknown,Yes,Spayed / neutered.,Other cats.,,unknown,Short,59.0,CLAWS,thirty_days,1,Anisette CLAWS,True,False,False,False,Short,Black,False,False,0,False,Other,Thirty Days Plus,False,True,True,True,False,False
1518,931,Ollie,0,0,Adult,Domestic Short Hair,Orange & White,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,51.0,CLAWS,thirty_days,1,Ollie CLAWS,True,False,False,False,Short,Orange & White,False,False,0,False,DSH,Thirty Days Plus,False,True,True,False,False,False
1519,932,Pumpkin and Patches,2,0,Young,Domestic Short Hair,Calico,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,158.0,CLAWS,thirty_days,1,Pumpkin and Patches CLAWS,True,False,False,False,Short,Calico,True,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1520,933,Mama Daisy,2,0,Young,Domestic Short Hair,Gray / Blue / Silver,Medium,Female,unknown,Yes,Vaccinations up to date.,unknown,,unknown,Short,58.0,CLAWS,thirty_days,1,Mama Daisy CLAWS,True,False,False,False,Short,Gray / Blue / Silver,False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1521,934,Blanche,5,0,Kitten,Calico,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,91.0,CLAWS,thirty_days,1,Blanche CLAWS,True,False,False,False,Short,unknown,False,False,5,True,DSH,Thirty Days Plus,False,False,True,False,False,False
1522,935,Ruby,2,1,Kitten,Domestic Short Hair & Calico Mix,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,89.0,CLAWS,thirty_days,1,Ruby CLAWS,True,False,False,False,Short,unknown,False,True,2,True,DSH,Thirty Days Plus,False,False,True,False,False,False
1523,936,Laddie and Maxie,2,0,Young,Domestic Short Hair,Gray & White,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,81.0,CLAWS,thirty_days,1,Laddie and Maxie CLAWS,True,False,False,False,unknown,Gray & White,True,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1524,937,Ziggy,3,0,Adult,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,45.0,CLAWS,thirty_days,1,Ziggy CLAWS,True,False,False,False,Short,Tabby (Buff / Tan / Fawn),False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1525,938,Liberty and Kimmie,5,1,Kitten,Domestic Short Hair,unknown,Medium,Female,unknown,Yes,Vaccinations up to date.,unknown,,unknown,Short,81.0,CLAWS,thirty_days,1,Liberty and Kimmie CLAWS,True,False,False,False,Short,unknown,True,True,5,True,DSH,Thirty Days Plus,False,False,True,False,False,False
1526,939,Cherry,0,0,Adult,Domestic Short Hair,Black,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,47.0,CLAWS,thirty_days,1,Cherry CLAWS,True,False,False,False,Short,Black,False,False,0,False,DSH,Thirty Days Plus,False,True,True,False,False,False
1527,940,Peanutbutter,3,0,Senior,Tortoiseshell,Tortoiseshell,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,29.0,CLAWS,thirty_days,1,Peanutbutter CLAWS,True,False,False,False,unknown,Tortoiseshell,False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1528,941,McDreamy,5,0,Adult,Domestic Long Hair,Gray & White,Large,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered, special needs. Feline Leukemia positive.",unknown,,unknown,Medium,77.0,CLAWS,thirty_days,1,McDreamy CLAWS,True,False,False,False,Medium,Gray & White,False,False,5,True,DLH,Thirty Days Plus,True,True,True,False,False,False
1529,942,Starbucks,5,0,Adult,Domestic Medium Hair,Orange & White,Medium,Male,"loving, playful",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,"Other cats, dogs.",Medium,86.0,CLAWS,thirty_days,1,Starbucks CLAWS,True,False,False,False,Medium,Orange & White,False,False,5,True,Other,Thirty Days Plus,False,True,True,False,True,True
1530,943,Missy,5,0,Adult,Calico & Domestic Short Hair Mix,Dilute Calico,Medium,Female,unknown,Yes,Spayed / neutered.,unknown,,unknown,Short,84.0,CLAWS,thirty_days,1,Missy CLAWS,True,False,False,False,Short,Dilute Calico,False,False,5,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1531,944,Milo,5,0,Adult,Tabby,Tabby (Buff / Tan / Fawn),Large,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,68.0,CLAWS,thirty_days,1,Milo CLAWS,True,False,False,False,Short,Tabby (Buff / Tan / Fawn),False,False,5,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1532,945,Macushla,2,1,Adult,Domestic Short Hair,White,Small,Male,unknown,Yes,"Vaccinations up to date, special needs.",unknown,,unknown,Short,109.0,CLAWS,thirty_days,1,Macushla CLAWS,True,False,False,False,Short,White,False,True,2,True,DSH,Thirty Days Plus,True,True,True,False,False,False
1533,946,Deuce,3,0,Adult,Tortoiseshell,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,66.0,CLAWS,thirty_days,1,Deuce CLAWS,True,False,False,False,unknown,unknown,False,False,3,True,DSH,Thirty Days Plus,False,False,True,False,False,False
1534,947,Ringo,2,0,Young,Russian Blue & Domestic Short Hair Mix,Tabby (Brown / Chocolate),Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,33.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Ringo Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,2,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1535,948,Joanie,0,0,Kitten,Tabby & Domestic Short Hair Mix,Tabby (Brown / Chocolate),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,33.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Joanie Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,0,False,DSH,Thirty Days Plus,False,True,True,True,False,False
1536,949,Samson,5,1,Young,Domestic Short Hair,Buff / Tan / Fawn,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered, special needs. FIV +.",Other cats.,,unknown,Short,185.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Samson Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Buff / Tan / Fawn,False,True,5,True,DSH,Thirty Days Plus,True,True,True,True,False,False
1537,950,Sebastian Urgent!,2,0,Young,Domestic Short Hair,Orange & White,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,96.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Sebastian Urgent! Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Orange & White,False,False,2,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1538,951,Teddi,5,0,Kitten,Maine Coon & Domestic Medium Hair Mix,Black & White / Tuxedo,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Medium,87.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Teddi Homeless Animal Rescue Team, Inc.",True,False,False,False,Medium,Black & White / Tuxedo,False,False,5,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1539,952,Hope,0,0,Young,Domestic Short Hair,Gray & White,Medium,Female,unknown,Yes,Vaccinations up to date.,unknown,,Other cats.,Short,115.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Hope Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Gray & White,False,False,0,False,DSH,Thirty Days Plus,False,True,True,False,True,False
1540,953,Mini Bon,0,0,Young,Domestic Short Hair,Tortoiseshell,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,Other cats.,Short,51.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Mini Bon Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tortoiseshell,False,False,0,False,DSH,Thirty Days Plus,False,True,True,False,True,False
1541,954,Angel,0,0,Young,Domestic Short Hair,Orange / Red,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,Other cats.,Short,49.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Angel Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Orange / Red,False,False,0,False,DSH,Thirty Days Plus,False,True,True,False,True,False
1542,955,Lee Lee,2,0,Young,Domestic Short Hair,Tabby (Tiger Striped),Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,Other animals.,Short,62.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Lee Lee Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tabby (Tiger Striped),False,False,2,True,DSH,Thirty Days Plus,False,True,True,True,True,False
1543,956,Cinnamon,6,0,Young,Bengal & Maine Coon Mix,Tabby (Brown / Chocolate),Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,76.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Cinnamon Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1544,957,Vegas,3,0,Young,Domestic Short Hair,Black,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,53.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Vegas Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1545,958,Reno,4,0,Young,Tabby,Tabby (Brown / Chocolate),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,49.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Reno Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1546,959,Hershey,6,0,Young,Domestic Short Hair,Black,Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,64.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Hershey Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1547,960,Reeses,6,0,Young,Tabby,Tabby (Brown / Chocolate),Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,51.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Reeses Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1548,961,Roman,6,0,Young,Domestic Short Hair,Black & White / Tuxedo,Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,67.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Roman Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1549,962,Paris,5,0,Young,Domestic Short Hair,Gray & White,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,65.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Paris Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Gray & White,False,False,5,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1550,963,Athens,5,0,Young,Dilute Calico,Dilute Calico,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,63.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Athens Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Dilute Calico,False,False,5,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1551,964,Harry,2,0,Young,Domestic Short Hair,unknown,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,43.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Harry Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,unknown,False,False,2,True,DSH,Thirty Days Plus,False,False,True,True,False,False
1552,965,Sophia,2,0,Young,Domestic Short Hair,Tortoiseshell,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,69.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Sophia Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tortoiseshell,False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1553,966,Jax,0,0,Young,Tabby & Tiger Mix,White,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,Other cats.,Short,83.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Jax Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,White,False,False,0,False,DSH,Thirty Days Plus,False,True,True,False,True,False
1554,967,Sprinkes,3,1,Adult,Tabby & Bengal Mix,Tabby (Brown / Chocolate),Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,79.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Sprinkes Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tabby (Brown / Chocolate),False,True,3,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1555,968,Pecan,3,0,Adult,Domestic Short Hair & Bengal Mix,Buff / Tan / Fawn,Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,72.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Pecan Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Buff / Tan / Fawn,False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1556,969,Spencer,3,0,Adult,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,56.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Spencer Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1557,970,Special K,2,0,Adult,Tabby & Bengal Mix,White,Small,Female,unknown,Yes,Vaccinations up to date.,unknown,,unknown,Short,55.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Special K Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,White,False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1558,971,Bandit,2,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,82.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Bandit Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Black & White / Tuxedo,False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1559,972,Domino,2,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,85.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Domino Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Black & White / Tuxedo,False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1560,973,Seraphina,3,0,Adult,Tortoiseshell,Tortoiseshell,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,125.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Seraphina Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tortoiseshell,False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,False
1561,974,Georgie,6,0,Adult,Tabby,Tabby (Orange / Red),Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,134.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Georgie Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tabby (Orange / Red),False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,False
1562,975,Angelina,3,0,Adult,Tortoiseshell,Tortoiseshell,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,50.0,"Homeless Animal Rescue Team, Inc.",thirty_days,1,"Angelina Homeless Animal Rescue Team, Inc.",True,False,False,False,Short,Tortoiseshell,False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,False
