,Unnamed: 0,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,num_cats,cat_id,thirty_days,other_days,spec_needs,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,is_dupe,color_bool,pet_narrative,good_in_a_home_with_bool,prefers_a_home_without_bool,characteristics_bool
234,196,SPOT - Lovely Kitty,0,0,Kitten,Domestic Short Hair,Tabby (Tiger Striped),Small,Male,"Friendly, Curious, Independent, Gentle, Quiet, Dignified, Couch potato",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$100.00,unknown,Short,194.0,Edison Municipal Animal Shelter,seven_days,1,SPOT - Lovely Kitty Edison Municipal Animal Shelter,False,True,False,False,Short,Tabby (Tiger Striped),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,True,False,True
235,197,CHEESE IT - Very Playful!,0,0,Kitten,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Small,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Brave, Curious, Independent, Athletic, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$99.98,unknown,Short,198.0,Edison Municipal Animal Shelter,seven_days,1,CHEESE IT - Very Playful! Edison Municipal Animal Shelter,False,True,False,False,Short,Black & White / Tuxedo,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,True,False,True
236,198,RUFFLES - Very Outgoing Girl!,0,0,Young,Domestic Short Hair,Black,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$100.00,unknown,Short,223.0,Edison Municipal Animal Shelter,seven_days,1,RUFFLES - Very Outgoing Girl! Edison Municipal Animal Shelter,False,True,False,False,Short,Black,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,True,False,False
237,199,NELSON - Sweet Boy,4,0,Young,Tuxedo & Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Curious, Funny, Athletic, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$100.00,unknown,Short,241.0,Edison Municipal Animal Shelter,seven_days,1,NELSON - Sweet Boy Edison Municipal Animal Shelter,False,True,False,False,Short,Black & White / Tuxedo,False,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
238,200,Ashley,0,0,Kitten,Russian Blue Mix,Gray / Blue / Silver,Medium,Female,"Friendly, Affectionate, Loyal, Playful, Gentle",Yes,Vaccinations up to date.,unknown,,unknown,Short,75.0,Kat Connection,seven_days,1,Ashley Kat Connection,False,True,False,False,Short,Gray / Blue / Silver,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,True
239,201,Dillon,0,0,Kitten,Domestic Short Hair,Orange & White,Medium,Male,"Friendly, Affectionate, Loyal, Playful, Gentle",Yes,Vaccinations up to date.,unknown,,unknown,Short,78.0,Kat Connection,seven_days,1,Dillon Kat Connection,False,True,False,False,Short,Orange & White,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,True
240,202,Jasper,0,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Affectionate, Loyal, Playful, Gentle",Yes,Vaccinations up to date.,unknown,,unknown,Short,76.0,Kat Connection,seven_days,1,Jasper Kat Connection,False,True,False,False,Short,Tabby (Brown / Chocolate),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,True
241,203,Noah,0,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Affectionate, Loyal, Playful, Gentle",Yes,Vaccinations up to date.,unknown,,unknown,Short,76.0,Kat Connection,seven_days,1,Noah Kat Connection,False,True,False,False,Short,Tabby (Brown / Chocolate),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,True
242,0,Sylvie,4,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,Children.,Short,263.0,City Critters Inc.,fourteen_days,1,Sylvie City Critters Inc.,False,True,False,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Less Than Thirty Days,True,True,True,False,True,False
243,1,Carrot,6,0,Kitten,Domestic Short Hair,Orange / Red,Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,Short,109.0,City Critters Inc.,fourteen_days,1,Carrot City Critters Inc.,False,True,False,False,Short,Orange / Red,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
244,2,Belle/Ollie,5,1,Kitten,Domestic Short Hair,Gray & White,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,62.0,City Critters Inc.,fourteen_days,1,Belle/Ollie City Critters Inc.,False,True,False,False,Short,Gray & White,False,True,5,True,DSH,Less Than Thirty Days,False,True,True,False,False,False
245,3,Mickey,4,0,Adult,Bombay & Domestic Short Hair Mix,Black,Medium,Male,"Friendly, Affectionate, Gentle, Playful, Curious, Quiet, Dignified",Yes,Spayed / neutered.,"Other cats, dogs, children.",,unknown,Short,126.0,Ready For Rescue,fourteen_days,1,Mickey Ready For Rescue,False,True,False,False,Short,Black,False,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
246,4,Lah Lah,5,1,Senior,Domestic Short Hair,Black,Medium,Male,"Friendly, Playful, Curious, Brave, Smart, Funny, Affectionate",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,171.0,Ready For Rescue,fourteen_days,1,Lah Lah Ready For Rescue,False,True,False,False,Short,Black,False,True,5,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
247,5,Leela,5,1,Senior,Tabby,Tabby (Orange / Red),Medium,Male,"Friendly, Affectionate, Gentle, Smart, Funny, Curious, Playful",Yes,"Vaccinations up to date, spayed / neutered.",Children.,,unknown,,129.0,Ready For Rescue,fourteen_days,1,Leela Ready For Rescue,False,True,False,False,unknown,Tabby (Orange / Red),False,True,5,True,DSH,Less Than Thirty Days,False,True,True,True,False,True
248,6,Jackie,6,0,Young,Domestic Short Hair,unknown,Medium,Female,"Affectionate, Friendly, Gentle, Smart, Playful, Quiet",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$300.00,unknown,Medium,165.0,"Good World Animal Rescue and Protection,…",fourteen_days,1,"Jackie Good World Animal Rescue and Protection,…",False,True,False,False,Medium,unknown,False,False,6,True,DSH,Less Than Thirty Days,True,False,True,True,False,True
249,7,Dusty and Oliver,6,0,Kitten,Domestic Short Hair,unknown,Small,Female,unknown,Yes,,unknown,$300.00,unknown,,295.0,Waggytail Rescue,fourteen_days,1,Dusty and Oliver Waggytail Rescue,False,True,False,False,unknown,unknown,True,False,6,True,DSH,Less Than Thirty Days,True,False,True,False,False,False
250,8,Toothless,3,0,Kitten,Domestic Short Hair,Black,Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$175.00,unknown,,242.0,Waggytail Rescue,fourteen_days,1,Toothless Waggytail Rescue,False,True,False,False,unknown,Black,False,False,3,True,DSH,Less Than Thirty Days,False,True,True,True,False,False
251,9,Mister,2,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Large,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,,449.0,Brooklyn Bridge Animal Welfare Coalition,fourteen_days,1,Mister Brooklyn Bridge Animal Welfare Coalition,False,True,False,False,unknown,Black & White / Tuxedo,False,False,2,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
252,10,Gold Fleck,3,0,Young,Domestic Short Hair,unknown,Medium,Female,unknown,Yes,Spayed / neutered.,Other cats.,,unknown,,150.0,Brooklyn Bridge Animal Welfare Coalition,fourteen_days,1,Gold Fleck Brooklyn Bridge Animal Welfare Coalition,False,True,False,False,unknown,unknown,False,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
253,11,Magic,3,0,Young,Domestic Short Hair,unknown,Medium,Male,unknown,Yes,Spayed / neutered.,"Other cats, dogs, children.",,unknown,,73.0,Brooklyn Bridge Animal Welfare Coalition,fourteen_days,1,Magic Brooklyn Bridge Animal Welfare Coalition,False,True,False,False,unknown,unknown,False,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
254,12,Dr. Dillamond,3,0,Young,Domestic Short Hair,Gray & White,Medium,Male,unknown,Yes,Spayed / neutered.,"Other cats, dogs, children.",,unknown,,68.0,Brooklyn Bridge Animal Welfare Coalition,fourteen_days,1,Dr. Dillamond Brooklyn Bridge Animal Welfare Coalition,False,True,False,False,unknown,Gray & White,False,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
255,13,Joanie & Luna,3,0,Kitten,Domestic Short Hair,unknown,Medium,Female,unknown,Yes,Spayed / neutered.,"Other cats, children.",,unknown,,255.0,Brooklyn Bridge Animal Welfare Coalition,fourteen_days,1,Joanie & Luna Brooklyn Bridge Animal Welfare Coalition,False,True,False,False,unknown,unknown,True,False,3,True,DSH,Less Than Thirty Days,False,False,True,True,False,False
256,14,Frankie & Jimmy,3,0,Kitten,Domestic Short Hair,unknown,Medium,Male,unknown,Yes,Spayed / neutered.,"Other cats, children.",,unknown,,179.0,Brooklyn Bridge Animal Welfare Coalition,fourteen_days,1,Frankie & Jimmy Brooklyn Bridge Animal Welfare Coalition,False,True,False,False,unknown,unknown,True,False,3,True,DSH,Less Than Thirty Days,False,False,True,True,False,False
257,15,Tigger,2,0,Senior,Domestic Short Hair & Maine Coon Mix,unknown,Medium,Male,unknown,Yes,"Spayed / neutered, declawed.",Other cats.,,Dogs.,,59.0,Brooklyn Bridge Animal Welfare Coalition,fourteen_days,1,Tigger Brooklyn Bridge Animal Welfare Coalition,False,True,False,False,unknown,unknown,False,False,2,True,DSH,Less Than Thirty Days,False,False,True,True,True,False
258,16,Sterling,2,0,Adult,Domestic Short Hair,unknown,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,102.0,KittyKind,fourteen_days,1,Sterling KittyKind,False,True,False,False,unknown,unknown,False,False,2,True,DSH,Less Than Thirty Days,True,False,True,False,False,False
259,17,Scarlett,3,0,Young,Domestic Medium Hair,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,107.0,KittyKind,fourteen_days,1,Scarlett KittyKind,False,True,False,False,unknown,unknown,False,False,3,True,Other,Less Than Thirty Days,False,False,True,False,False,False
260,18,Queenie,5,0,Adult,Domestic Long Hair & Calico Mix,Calico,Medium,Female,"Friendly, Couch potato, Gentle, Quiet",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,Children.,Long,132.0,Jersey Tails,fourteen_days,1,Queenie Jersey Tails,False,True,False,False,Long,Calico,False,False,5,True,DLH,Less Than Thirty Days,True,True,True,True,True,True
261,19,Inky,3,0,Kitten,Domestic Short Hair Mix,Black,Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,55.0,PupStarz Rescue,fourteen_days,1,Inky PupStarz Rescue,False,True,False,False,unknown,Black,False,False,3,True,DSH,Less Than Thirty Days,False,True,True,True,False,False
262,20,Quincy,2,0,Kitten,Domestic Short Hair Mix,Gray & White,Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,194.0,PupStarz Rescue,fourteen_days,1,Quincy PupStarz Rescue,False,True,False,False,unknown,Gray & White,False,False,2,True,DSH,Less Than Thirty Days,False,True,True,True,False,False
263,21,Vern and Billy Bob,4,0,Kitten,Domestic Short Hair & Domestic Long Hair Mix,Tabby (Gray / Blue / Silver),Small,Male,"Friendly, Affectionate, Playful, Curious, Funny",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,Medium,161.0,Animal Lighthouse Rescue,fourteen_days,1,Vern and Billy Bob Animal Lighthouse Rescue,False,True,False,False,Medium,Tabby (Gray / Blue / Silver),True,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
264,22,Miss Misstoffelees,6,0,Young,Domestic Short Hair,Black,Medium,Female,", Affectionate, Gentle, Playful, Friendly, Curious, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,"Dogs, children.",Short,364.0,AdvoCat Rescue,fourteen_days,1,Miss Misstoffelees AdvoCat Rescue,False,True,False,False,Short,Black,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
265,23,Fries & Mash - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Friendly, Affectionate, Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,fourteen_days,1,Fries & Mash - Bonded Brothers AdvoCat Rescue,False,True,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
266,24,Mash & Fries - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,fourteen_days,1,Mash & Fries - Bonded Brothers AdvoCat Rescue,False,True,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
267,25,The Jimmy,6,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,unknown,Short,264.0,AdvoCat Rescue,fourteen_days,1,The Jimmy AdvoCat Rescue,False,True,False,False,Short,Gray & White,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
268,26,Hermione - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Calico,Medium,Female,unknown,Yes,Vaccinations up to date.,Other cats.,$200.00,unknown,Short,244.0,AdvoCat Rescue,fourteen_days,1,Hermione - Hogwarts Kittens AdvoCat Rescue,False,True,False,False,Short,Calico,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
269,27,Ron - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Male,unknown,Yes,Vaccinations up to date.,Other cats.,$200.00,unknown,Short,244.0,AdvoCat Rescue,fourteen_days,1,Ron - Hogwarts Kittens AdvoCat Rescue,False,True,False,False,Short,Tabby (Buff / Tan / Fawn),False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
270,28,Harry - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Buff / Tan / Fawn,Medium,Male,unknown,Yes,Vaccinations up to date.,Other cats.,$200.00,unknown,Short,244.0,AdvoCat Rescue,fourteen_days,1,Harry - Hogwarts Kittens AdvoCat Rescue,False,True,False,False,Short,Buff / Tan / Fawn,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
271,29,Ivory Iris,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,fourteen_days,1,Ivory Iris Liberty Humane Society,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,False
272,30,Ida Iris,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,fourteen_days,1,Ida Iris Liberty Humane Society,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,False
273,31,Ivan Iris,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,fourteen_days,1,Ivan Iris Liberty Humane Society,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,False
274,32,Picasso Petunia,0,0,Kitten,Domestic Short Hair,Tabby (Orange / Red),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,fourteen_days,1,Picasso Petunia Liberty Humane Society,False,True,False,False,Short,Tabby (Orange / Red),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,False
275,33,Pepsi Petunia,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,fourteen_days,1,Pepsi Petunia Liberty Humane Society,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,False
276,34,Jackson Eo,3,1,Adult,Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Medium,Male,"Friendly, Affectionate, Loyal, Smart, Independent, Curious, Loves kisses, Gentle",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,fourteen_days,1,Jackson Eo Liberty Humane Society,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,True,3,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
277,35,Kandice Kalmia Eo,0,0,Kitten,Domestic Short Hair Mix,White,Small,Female,"Friendly, Affectionate",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,87.0,Liberty Humane Society,fourteen_days,1,Kandice Kalmia Eo Liberty Humane Society,False,True,False,False,Short,White,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,True
278,36,Nora Nolana,0,0,Kitten,Domestic Short Hair,Tortoiseshell,Small,Female,"Friendly, Affectionate, Curious, Loves kisses",Yes,Vaccinations up to date.,unknown,,unknown,Short,49.0,Liberty Humane Society,fourteen_days,1,Nora Nolana Liberty Humane Society,False,True,False,False,Short,Tortoiseshell,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,True
279,37,Mizuna,0,0,Adult,Domestic Short Hair Mix,Torbie,Medium,Female,"Friendly, Affectionate",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,83.0,Liberty Humane Society,fourteen_days,1,Mizuna Liberty Humane Society,False,True,False,False,Short,Torbie,False,False,0,False,DSH,Less Than Thirty Days,False,True,True,False,False,True
280,38,Coral,3,1,Young,Domestic Short Hair Mix,White,Medium,Male,"Friendly, Affectionate, Playful, Curious, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,90.0,Liberty Humane Society,fourteen_days,1,Coral Liberty Humane Society,False,True,False,False,Short,White,False,True,3,True,DSH,Less Than Thirty Days,False,True,True,False,False,True
281,39,Jitterbug Jasmine,0,0,Kitten,Domestic Short Hair Mix,Black,Small,Male,"Affectionate, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,83.0,Liberty Humane Society,fourteen_days,1,Jitterbug Jasmine Liberty Humane Society,False,True,False,False,Short,Black,False,False,0,False,DSH,Less Than Thirty Days,False,True,True,False,False,True
282,40,Cress,1,1,Kitten,Domestic Short Hair Mix,Black,Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,97.0,Liberty Humane Society,fourteen_days,1,Cress Liberty Humane Society,False,True,False,False,Short,Black,False,True,1,True,DSH,Less Than Thirty Days,False,True,True,False,False,False
283,41,Moon,2,1,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Male,"Affectionate, Loyal, Gentle, Curious, Quiet, Couch potato, Loves kisses, Dignified",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,124.0,Liberty Humane Society,fourteen_days,1,Moon Liberty Humane Society,False,True,False,False,Short,Black & White / Tuxedo,False,True,2,True,DSH,Less Than Thirty Days,False,True,True,False,False,True
284,42,Nala,4,1,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,48.0,Liberty Humane Society,fourteen_days,1,Nala Liberty Humane Society,False,True,False,False,Short,Tabby (Brown / Chocolate),False,True,4,True,DSH,Less Than Thirty Days,False,True,True,False,False,False
285,43,Mars C,2,1,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,"Friendly, Affectionate, Independent, Quiet, Dignified, Couch potato",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,117.0,Liberty Humane Society,fourteen_days,1,Mars C Liberty Humane Society,False,True,False,False,Short,Black & White / Tuxedo,False,True,2,True,DSH,Less Than Thirty Days,False,True,True,False,False,True
286,44,Oreo C,1,1,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,"Friendly, Affectionate, Curious, Dignified",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Medium,111.0,Liberty Humane Society,fourteen_days,1,Oreo C Liberty Humane Society,False,True,False,False,Medium,Black & White / Tuxedo,False,True,1,True,DSH,Less Than Thirty Days,False,True,True,False,False,True
287,45,Octavia,3,1,Kitten,American Shorthair Mix,Calico,Medium,Female,"Friendly, Playful, Gentle, Curious",Yes,Vaccinations up to date.,unknown,,unknown,Short,162.0,Whiskers-aGoGo Inc,fourteen_days,1,Octavia Whiskers-aGoGo Inc,False,True,False,False,Short,Calico,False,True,3,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
288,46,Sheikh,4,0,Young,Bengal Mix,Tabby (Leopard / Spotted),Large,Male,"Friendly, Affectionate, Playful, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,198.0,Whiskers-aGoGo Inc,fourteen_days,1,Sheikh Whiskers-aGoGo Inc,False,True,False,False,Short,Tabby (Leopard / Spotted),False,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
289,47,Birdie,2,1,Kitten,Bombay Mix,Black,Medium,Female,"Friendly, Affectionate, Gentle, Playful, Curious, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,Short,165.0,Whiskers-aGoGo Inc,fourteen_days,1,Birdie Whiskers-aGoGo Inc,False,True,False,False,Short,Black,False,True,2,True,DSH,Less Than Thirty Days,False,True,True,True,False,True
290,48,Farrah,3,0,Kitten,American Shorthair,White,Medium,Female,"Friendly, Affectionate, Playful, Smart, Curious, Funny",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,Short,107.0,Whiskers-aGoGo Inc,fourteen_days,1,Farrah Whiskers-aGoGo Inc,False,True,False,False,Short,White,False,False,3,True,Other,Less Than Thirty Days,False,True,True,True,False,True
291,49,Ferris,4,0,Kitten,American Shorthair Mix,White,Medium,Male,"Friendly, Affectionate, Gentle, Playful, Curious, Funny",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,Short,107.0,Whiskers-aGoGo Inc,fourteen_days,1,Ferris Whiskers-aGoGo Inc,False,True,False,False,Short,White,False,False,4,True,DSH,Less Than Thirty Days,False,True,True,True,False,True
292,50,Glamrock Chica,4,0,Adult,American Shorthair Mix,Gray & White,Medium,Female,"Friendly, Smart, Loyal, Quiet",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,Short,243.0,Whiskers-aGoGo Inc,fourteen_days,1,Glamrock Chica Whiskers-aGoGo Inc,False,True,False,False,Short,Gray & White,False,False,4,True,DSH,Less Than Thirty Days,False,True,True,True,False,True
293,51,Roz,2,0,Adult,American Shorthair Mix,Black & White / Tuxedo,Medium,Female,"Friendly, Playful, Funny",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,69.0,Whiskers-aGoGo Inc,fourteen_days,1,Roz Whiskers-aGoGo Inc,False,True,False,False,Short,Black & White / Tuxedo,False,False,2,True,DSH,Less Than Thirty Days,False,True,True,True,False,True
294,52,"Favorite Babies-Wonton, Lichee, Sprout & Dumpling",3,0,Kitten,Domestic Short Hair,White,Small,Male,unknown,Yes,,Other cats.,,unknown,,313.0,Brooklyn Animal Action,fourteen_days,1,"Favorite Babies-Wonton, Lichee, Sprout & Dumpling Brooklyn Animal Action",False,True,False,False,unknown,White,True,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
295,53,Find the Lost Boys! Adorable Kittens!,3,0,Kitten,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,unknown,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,unknown,,313.0,Brooklyn Animal Action,fourteen_days,1,Find the Lost Boys! Adorable Kittens! Brooklyn Animal Action,False,True,False,False,unknown,Gray / Blue / Silver,False,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
296,54,Once Upon a Time Kittens! Wolfe and Haru,3,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,unknown,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,unknown,,234.0,Brooklyn Animal Action,fourteen_days,1,Once Upon a Time Kittens! Wolfe and Haru Brooklyn Animal Action,False,True,False,False,unknown,Gray & White,True,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
297,55,Jack & Ace: A Royal Duo!,3,0,Kitten,Domestic Short Hair Mix,Orange & White,Medium,Male,unknown,Yes,,"Other cats, dogs, children.",,unknown,,155.0,Brooklyn Animal Action,fourteen_days,1,Jack & Ace: A Royal Duo! Brooklyn Animal Action,False,True,False,False,unknown,Orange & White,True,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
298,56,Royal and Oakley: Stunning sibling kittens,3,0,Kitten,Russian Blue & Domestic Short Hair Mix,Gray / Blue / Silver,Medium,Female,unknown,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,unknown,,183.0,Brooklyn Animal Action,fourteen_days,1,Royal and Oakley: Stunning sibling kittens Brooklyn Animal Action,False,True,False,False,unknown,Gray / Blue / Silver,True,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
299,57,Basil and Sage: Spice Kittens!,3,0,Kitten,Domestic Short Hair,unknown,Medium,Female,unknown,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,unknown,,193.0,Brooklyn Animal Action,fourteen_days,1,Basil and Sage: Spice Kittens! Brooklyn Animal Action,False,True,False,False,unknown,unknown,True,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
300,58,Thyme and Chive: Spice Kittens!,3,0,Kitten,Domestic Short Hair,unknown,Medium,Male,unknown,Yes,Vaccinations up to date.,"Other cats, children.",,unknown,,187.0,Brooklyn Animal Action,fourteen_days,1,Thyme and Chive: Spice Kittens! Brooklyn Animal Action,False,True,False,False,unknown,unknown,True,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
301,59,Rosemary and Parsley: Spice Kittens!,3,0,Kitten,Domestic Short Hair,unknown,Medium,Female,unknown,Yes,Vaccinations up to date.,"Other cats, children.",,unknown,,183.0,Brooklyn Animal Action,fourteen_days,1,Rosemary and Parsley: Spice Kittens! Brooklyn Animal Action,False,True,False,False,unknown,unknown,True,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
302,60,Clarissa Dilute Calico Sweet Beauty!,3,0,Young,Calico,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,,197.0,Brooklyn Animal Action,fourteen_days,1,Clarissa Dilute Calico Sweet Beauty! Brooklyn Animal Action,False,True,False,False,unknown,unknown,False,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
