,cat_name,num_images,num_videos,age,breed,color,sex,characteristics,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,cat_id,thirty_days,without_story,pet_narrative,coat_length_miss,color_miss,color_bool,good_in_a_home_with_bool,prefers_a_home_without_bool,characteristics_bool,more_than_1_cat,video,num_pictures,pictures,breed_type,is_dupe,Days_On_Site
1141,Niko,3,0,Adult,Domestic Short Hair,Gray & White,Male,unknown,Other cats.,,unknown,,72.0,Give Me Shelter Project,thirty_days,Niko Give Me Shelter Project,True,False,True,unknown,Gray & White,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1142,Jamie,3,0,Young,Domestic Short Hair,unknown,Female,unknown,unknown,,unknown,,77.0,Give Me Shelter Project,thirty_days,Jamie Give Me Shelter Project,True,False,True,unknown,unknown,False,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1143,Bullwinkle,3,0,Adult,Domestic Short Hair,unknown,Male,unknown,unknown,,unknown,,232.0,Give Me Shelter Project,thirty_days,Bullwinkle Give Me Shelter Project,True,False,True,unknown,unknown,False,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1144,Hester,3,0,Adult,Domestic Short Hair,unknown,Female,unknown,Other cats.,,unknown,,208.0,Give Me Shelter Project,thirty_days,Hester Give Me Shelter Project,True,False,True,unknown,unknown,False,True,False,False,False,False,3,True,DSH,True,Thirty Days Plus
1145,Eva,3,0,Adult,Domestic Short Hair,Gray & White,Female,unknown,Other cats.,,unknown,,171.0,Give Me Shelter Project,thirty_days,Eva Give Me Shelter Project,True,False,True,unknown,Gray & White,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1146,Gio,3,0,Adult,Tabby,unknown,Male,unknown,unknown,,unknown,,77.0,Give Me Shelter Project,thirty_days,Gio Give Me Shelter Project,True,False,True,unknown,unknown,False,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1147,Tonka,3,0,Young,Tuxedo,unknown,Male,unknown,Other cats.,,unknown,,96.0,Give Me Shelter Project,thirty_days,Tonka Give Me Shelter Project,True,False,True,unknown,unknown,False,True,False,False,False,False,3,True,DSH,True,Thirty Days Plus
1148,Sophie,0,0,Kitten,American Shorthair,Black & White / Tuxedo,Female,"Friendly, Affectionate, Playful",unknown,$175.00,unknown,,13.0,Miss Pats Cats,thirty_days,Sophie Miss Pats Cats,True,False,True,unknown,Black & White / Tuxedo,True,False,False,True,False,False,0,False,Other,False,Thirty Days Plus
1149,Cleo,0,0,Adult,American Shorthair,Black,Female,"Affectionate, Friendly",unknown,$175.00,unknown,Short,75.0,Miss Pats Cats,thirty_days,Cleo Miss Pats Cats,True,False,True,Short,Black,True,False,False,True,False,False,0,False,Other,False,Thirty Days Plus
1150,Koala and Janey,4,0,Kitten,American Shorthair,Calico,Female,"Friendly, Playful, Affectionate",Other cats.,$300.00,unknown,Short,30.0,Miss Pats Cats,thirty_days,Koala and Janey Miss Pats Cats,True,False,True,Short,Calico,True,True,False,True,True,False,4,True,Other,False,Thirty Days Plus
1151,Pearl,0,0,Adult,American Shorthair,Gray / Blue / Silver,Female,"Friendly, Affectionate, Playful",unknown,$175.00,unknown,Short,29.0,Miss Pats Cats,thirty_days,Pearl Miss Pats Cats,True,False,True,Short,Gray / Blue / Silver,True,False,False,True,False,False,0,False,Other,False,Thirty Days Plus
1152,Stevie,0,0,Kitten,American Shorthair,Tabby (Tiger Striped),Male,"Friendly, Playful, Curious","Other cats, dogs.",$175.00,unknown,Short,37.0,Miss Pats Cats,thirty_days,Stevie Miss Pats Cats,True,False,True,Short,Tabby (Tiger Striped),True,True,False,True,False,False,0,False,Other,False,Thirty Days Plus
1153,Nova,0,0,Kitten,American Shorthair,Black & White / Tuxedo,Female,"Friendly, Playful",Other cats.,$175.00,unknown,Short,32.0,Miss Pats Cats,thirty_days,Nova Miss Pats Cats,True,False,True,Short,Black & White / Tuxedo,True,True,False,True,False,False,0,False,Other,False,Thirty Days Plus
1154,Riley,0,0,Kitten,American Shorthair,Tabby (Tiger Striped),Male,"Friendly, Playful",Other cats.,$175.00,unknown,Short,29.0,Miss Pats Cats,thirty_days,Riley Miss Pats Cats,True,False,True,Short,Tabby (Tiger Striped),True,True,False,True,False,False,0,False,Other,False,Thirty Days Plus
1155,Oliver,2,0,Kitten,American Shorthair,Black,Male,"Affectionate, Friendly, Playful",unknown,$175.00,unknown,Short,14.0,Miss Pats Cats,thirty_days,Oliver Miss Pats Cats,True,False,True,Short,Black,True,False,False,True,False,False,2,True,Other,False,Thirty Days Plus
1156,Limpkin,0,0,Kitten,American Shorthair,Black & White / Tuxedo,Male,"Friendly, Affectionate, Playful","Dogs, children.",$175.00,unknown,Short,16.0,Miss Pats Cats,thirty_days,Limpkin Miss Pats Cats,True,False,True,Short,Black & White / Tuxedo,True,True,False,True,False,False,0,False,Other,False,Thirty Days Plus
1157,Emu,0,0,Kitten,American Shorthair,Gray & White,Female,"Friendly, Affectionate, Playful","Dogs, children.",$175.00,unknown,Short,16.0,Miss Pats Cats,thirty_days,Emu Miss Pats Cats,True,False,True,Short,Gray & White,True,True,False,True,False,False,0,False,Other,False,Thirty Days Plus
1158,Hunter,0,0,Kitten,American Shorthair,Tabby (Brown / Chocolate),Male,unknown,unknown,$175.00,unknown,,17.0,Miss Pats Cats,thirty_days,Hunter Miss Pats Cats,True,False,True,unknown,Tabby (Brown / Chocolate),True,False,False,False,False,False,0,False,Other,False,Thirty Days Plus
1159,Chase,0,0,Kitten,American Shorthair,White,Male,unknown,unknown,$175.00,unknown,,18.0,Miss Pats Cats,thirty_days,Chase Miss Pats Cats,True,False,True,unknown,White,True,False,False,False,False,False,0,False,Other,False,Thirty Days Plus
1160,Sunny,2,0,Kitten,American Shorthair,Gray & White,Male,unknown,unknown,$175.00,unknown,,52.0,Miss Pats Cats,thirty_days,Sunny Miss Pats Cats,True,False,True,unknown,Gray & White,True,False,False,False,False,False,2,True,Other,False,Thirty Days Plus
1161,Lexi,6,0,Adult,American Shorthair,Calico,Female,unknown,Children.,$175.00,"Other cats, dogs.",Short,50.0,Miss Pats Cats,thirty_days,Lexi Miss Pats Cats,True,False,True,Short,Calico,True,True,True,False,False,False,6,True,Other,True,Thirty Days Plus
1162,Motley,0,0,Kitten,American Shorthair,Black & White / Tuxedo,Female,unknown,"Other cats, dogs, children.",$175.00,unknown,,25.0,Miss Pats Cats,thirty_days,Motley Miss Pats Cats,True,False,True,unknown,Black & White / Tuxedo,True,True,False,False,False,False,0,False,Other,False,Thirty Days Plus
1163,Koda,0,0,Kitten,American Shorthair,Black & White / Tuxedo,Female,unknown,"Other cats, dogs, children.",$175.00,unknown,,21.0,Miss Pats Cats,thirty_days,Koda Miss Pats Cats,True,False,True,unknown,Black & White / Tuxedo,True,True,False,False,False,False,0,False,Other,False,Thirty Days Plus
1164,Chess,0,0,Kitten,American Shorthair,unknown,Female,unknown,"Other cats, dogs, children.",,unknown,,34.0,Miss Pats Cats,thirty_days,Chess Miss Pats Cats,True,False,True,unknown,unknown,False,True,False,False,False,False,0,False,Other,False,Thirty Days Plus
1165,Peppa,0,0,Kitten,American Shorthair,Black & White / Tuxedo,Male,unknown,"Other cats, dogs, children.",$175.00,unknown,,35.0,Miss Pats Cats,thirty_days,Peppa Miss Pats Cats,True,False,True,unknown,Black & White / Tuxedo,True,True,False,False,False,False,0,False,Other,False,Thirty Days Plus
1166,Meeko,0,0,Kitten,American Shorthair,Black,Male,unknown,"Other cats, dogs, children.",$175.00,unknown,,38.0,Miss Pats Cats,thirty_days,Meeko Miss Pats Cats,True,False,True,unknown,Black,True,True,False,False,False,False,0,False,Other,False,Thirty Days Plus
1167,Blitzel,0,0,Kitten,American Shorthair,Black,Male,unknown,"Other cats, dogs, children.",$175.00,unknown,,37.0,Miss Pats Cats,thirty_days,Blitzel Miss Pats Cats,True,False,True,unknown,Black,True,True,False,False,False,False,0,False,Other,False,Thirty Days Plus
1168,Dice,0,0,Kitten,American Shorthair,Black & White / Tuxedo,Female,unknown,"Other cats, dogs, children.",$175.00,unknown,,42.0,Miss Pats Cats,thirty_days,Dice Miss Pats Cats,True,False,True,unknown,Black & White / Tuxedo,True,True,False,False,False,False,0,False,Other,False,Thirty Days Plus
1169,Mushie,0,0,Adult,American Shorthair,Tabby (Brown / Chocolate),Male,unknown,Children.,,unknown,Short,43.0,Miss Pats Cats,thirty_days,Mushie Miss Pats Cats,True,False,True,Short,Tabby (Brown / Chocolate),True,True,False,False,False,False,0,False,Other,False,Thirty Days Plus
1170,Dante,0,0,Kitten,American Shorthair,Black,Male,unknown,"Other cats, dogs, children.",$175.00,unknown,,61.0,Miss Pats Cats,thirty_days,Dante Miss Pats Cats,True,False,True,unknown,Black,True,True,False,False,False,False,0,False,Other,False,Thirty Days Plus
1171,Phoenix,0,0,Adult,American Shorthair,Tabby (Buff / Tan / Fawn),Male,unknown,unknown,$175.00,unknown,Short,33.0,Miss Pats Cats,thirty_days,Phoenix Miss Pats Cats,True,False,True,Short,Tabby (Buff / Tan / Fawn),True,False,False,False,False,False,0,False,Other,False,Thirty Days Plus
1172,Filo,0,0,Adult,American Shorthair,Orange / Red,Male,unknown,unknown,$175.00,unknown,,30.0,Miss Pats Cats,thirty_days,Filo Miss Pats Cats,True,False,True,unknown,Orange / Red,True,False,False,False,False,False,0,False,Other,False,Thirty Days Plus
1173,Smokey,0,0,Adult,American Shorthair,Gray & White,Male,unknown,unknown,$175.00,"Other cats, dogs, other animals.",Short,28.0,Miss Pats Cats,thirty_days,Smokey Miss Pats Cats,True,False,True,Short,Gray & White,True,False,True,False,False,False,0,False,Other,False,Thirty Days Plus
1174,Misty Blu and Butters,2,0,Adult,American Shorthair,Black,Female,unknown,unknown,$300.00,unknown,,48.0,Miss Pats Cats,thirty_days,Misty Blu and Butters Miss Pats Cats,True,False,True,unknown,Black,True,False,False,False,True,False,2,True,Other,False,Thirty Days Plus
1175,Butters and Misty Blu,2,0,Adult,American Shorthair,Buff & White,Male,unknown,unknown,$300.00,unknown,,51.0,Miss Pats Cats,thirty_days,Butters and Misty Blu Miss Pats Cats,True,False,True,unknown,Buff & White,True,False,False,False,True,False,2,True,Other,False,Thirty Days Plus
1176,Egypt,0,0,Adult,American Shorthair Mix,Black,Female,unknown,unknown,$175.00,unknown,Short,22.0,Miss Pats Cats,thirty_days,Egypt Miss Pats Cats,True,False,True,Short,Black,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1177,Buffy,2,0,Adult,American Shorthair,Buff / Tan / Fawn,Female,unknown,unknown,,Other cats.,Short,32.0,Miss Pats Cats,thirty_days,Buffy Miss Pats Cats,True,False,True,Short,Buff / Tan / Fawn,True,False,True,False,False,False,2,True,Other,True,Thirty Days Plus
1178,Bobby Short,0,0,Adult,American Shorthair,Tabby (Buff / Tan / Fawn),Male,unknown,unknown,$175.00,unknown,,116.0,Miss Pats Cats,thirty_days,Bobby Short Miss Pats Cats,True,False,True,unknown,Tabby (Buff / Tan / Fawn),True,False,False,False,False,False,0,False,Other,False,Thirty Days Plus
1179,Claudette,4,0,Adult,American Shorthair,Tabby (Gray / Blue / Silver),Female,unknown,unknown,$175.00,Other cats.,,32.0,Miss Pats Cats,thirty_days,Claudette Miss Pats Cats,True,False,True,unknown,Tabby (Gray / Blue / Silver),True,False,True,False,False,False,4,True,Other,False,Thirty Days Plus
1180,Angie,2,0,Young,American Shorthair,Gray & White,Female,unknown,unknown,$175.00,Other cats.,Short,32.0,Miss Pats Cats,thirty_days,Angie Miss Pats Cats,True,False,True,Short,Gray & White,True,False,True,False,False,False,2,True,Other,False,Thirty Days Plus
1182,Furnado,0,0,Adult,American Shorthair,Black,Male,unknown,unknown,$175.00,unknown,Short,14.0,Miss Pats Cats,thirty_days,Furnado Miss Pats Cats,True,False,True,Short,Black,True,False,False,False,False,False,0,False,Other,False,Thirty Days Plus
1183,Taylor,6,0,Adult,American Shorthair,Tabby (Buff / Tan / Fawn),Male,unknown,unknown,$175.00,Other cats.,,30.0,Miss Pats Cats,thirty_days,Taylor Miss Pats Cats,True,False,True,unknown,Tabby (Buff / Tan / Fawn),True,False,True,False,False,False,6,True,Other,False,Thirty Days Plus
1184,Princess,4,0,Adult,American Shorthair,Orange & White,Female,unknown,unknown,$175.00,unknown,,42.0,Miss Pats Cats,thirty_days,Princess Miss Pats Cats,True,False,True,unknown,Orange & White,True,False,False,False,False,False,4,True,Other,False,Thirty Days Plus
1185,Starr,5,0,Young,American Shorthair,Black,Female,unknown,Other cats.,$175.00,unknown,,35.0,Miss Pats Cats,thirty_days,Starr Miss Pats Cats,True,False,True,unknown,Black,True,True,False,False,False,False,5,True,Other,False,Thirty Days Plus
1186,QT,5,1,Adult,Domestic Short Hair,Gray / Blue / Silver,Male,unknown,unknown,,Children.,Short,49.0,Miss Pats Cats,thirty_days,QT Miss Pats Cats,True,False,True,Short,Gray / Blue / Silver,True,False,True,False,False,True,5,True,DSH,False,Thirty Days Plus
1187,Caliyah,0,0,Adult,Domestic Short Hair,Dilute Tortoiseshell,Female,unknown,unknown,,unknown,Short,26.0,Miss Pats Cats,thirty_days,Caliyah Miss Pats Cats,True,False,True,Short,Dilute Tortoiseshell,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1188,Mona Lisa,5,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Female,unknown,Other cats.,,unknown,Short,0.0,Miss Pats Cats,thirty_days,Mona Lisa Miss Pats Cats,True,True,False,Short,Black & White / Tuxedo,True,True,False,False,False,False,5,True,DSH,False,Thirty Days Plus
1189,Tiger,6,0,Adult,Domestic Short Hair & Tiger Mix,unknown,Male,unknown,"Other cats, dogs.",,unknown,Short,24.0,Miss Pats Cats,thirty_days,Tiger Miss Pats Cats,True,False,True,Short,unknown,False,True,False,False,False,False,6,True,DSH,False,Thirty Days Plus
1190,Sunny,4,1,Young,American Shorthair,Orange & White,Male,"loving, affectionate, lap cat, gentle, playful, sweet","Other cats, children.",,Dogs.,Short,81.0,SaintSpiro Cat Rescue Inc.,thirty_days,Sunny SaintSpiro Cat Rescue Inc.,True,False,True,Short,Orange & White,True,True,True,True,False,True,4,True,Other,False,Thirty Days Plus
1191,Mattie,0,0,Adult,Tuxedo,Black & White / Tuxedo,Male,"Affectionate, Smart, Quiet, Gentle, Friendly, Loyal, Playful",unknown,,"Other cats, dogs.",Short,118.0,Staten Island Hope Animal Rescue,thirty_days,Mattie Staten Island Hope Animal Rescue,True,False,True,Short,Black & White / Tuxedo,True,False,True,True,False,False,0,False,DSH,False,Thirty Days Plus
1192,LOUIS,3,0,Adult,Domestic Short Hair,Gray & White,Male,"Friendly, Gentle, Playful, Curious, Smart, Affectionate, Loyal, Loves kisses",unknown,,unknown,Short,74.0,Staten Island Hope Animal Rescue,thirty_days,LOUIS Staten Island Hope Animal Rescue,True,False,True,Short,Gray & White,True,False,False,True,False,False,3,True,DSH,False,Thirty Days Plus
1193,ROSIE,3,0,Adult,Tiger,Tabby (Buff / Tan / Fawn),Female,"Friendly, Affectionate, Gentle, Loves kisses",unknown,,Other cats.,Short,91.0,Staten Island Hope Animal Rescue,thirty_days,ROSIE Staten Island Hope Animal Rescue,True,False,True,Short,Tabby (Buff / Tan / Fawn),True,False,True,True,False,False,3,True,DSH,False,Thirty Days Plus
1194,Luna,4,0,Adult,Domestic Short Hair,Gray & White,Female,"Friendly, Affectionate, Gentle, Playful, Loves kisses",Children.,$140.00,"Other cats, dogs.",Short,273.0,Staten Island Hope Animal Rescue,thirty_days,Luna Staten Island Hope Animal Rescue,True,False,True,Short,Gray & White,True,True,True,True,False,False,4,True,DSH,False,Thirty Days Plus
1195,Mia and Gypsy,6,0,Young,Calico,Calico,Female,unknown,"Other cats, dogs, children.",,unknown,Short,76.0,"Victory 4 the Voiceless Animal Rescue, Inc.",thirty_days,"Mia and Gypsy Victory 4 the Voiceless Animal Rescue, Inc.",True,False,True,Short,Calico,True,True,False,False,True,False,6,True,DSH,False,Thirty Days Plus
1196,Hall,6,0,Kitten,Domestic Short Hair,Gray / Blue / Silver,Male,", Friendly, Playful, Smart, Independent, Funny, Brave, Athletic","Other cats, children.",,unknown,Short,153.0,"Victory 4 the Voiceless Animal Rescue, Inc.",thirty_days,"Hall Victory 4 the Voiceless Animal Rescue, Inc.",True,False,True,Short,Gray / Blue / Silver,True,True,False,True,False,False,6,True,DSH,False,Thirty Days Plus
1197,Cupid,5,1,Adult,Domestic Short Hair,Black,Male,unknown,Other cats.,,unknown,Short,180.0,"Victory 4 the Voiceless Animal Rescue, Inc.",thirty_days,"Cupid Victory 4 the Voiceless Animal Rescue, Inc.",True,False,True,Short,Black,True,True,False,False,False,True,5,True,DSH,False,Thirty Days Plus
1198,Nutmeg,6,0,Kitten,Domestic Short Hair,Brown / Chocolate,Female,", Friendly, Playful, Affectionate, Independent","Other cats, children.",,unknown,Short,74.0,"Victory 4 the Voiceless Animal Rescue, Inc.",thirty_days,"Nutmeg Victory 4 the Voiceless Animal Rescue, Inc.",True,False,True,Short,Brown / Chocolate,True,True,False,True,False,False,6,True,DSH,False,Thirty Days Plus
1199,Cinnamon,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Female,", Friendly, Affectionate, Smart, Independent, Curious, Playful","Other cats, children.",,unknown,Short,74.0,"Victory 4 the Voiceless Animal Rescue, Inc.",thirty_days,"Cinnamon Victory 4 the Voiceless Animal Rescue, Inc.",True,False,True,Short,Black & White / Tuxedo,True,True,False,True,False,False,6,True,DSH,False,Thirty Days Plus
1200,Cheeto,5,1,Adult,Domestic Short Hair,Orange & White,Male,unknown,Other cats.,,unknown,Short,152.0,"Victory 4 the Voiceless Animal Rescue, Inc.",thirty_days,"Cheeto Victory 4 the Voiceless Animal Rescue, Inc.",True,False,True,Short,Orange & White,True,True,False,False,False,True,5,True,DSH,False,Thirty Days Plus
1201,Juju & Beauty,2,0,Young,Domestic Short Hair Mix,Black & White / Tuxedo,Female,unknown,Other cats.,,unknown,Short,93.0,"Victory 4 the Voiceless Animal Rescue, Inc.",thirty_days,"Juju & Beauty Victory 4 the Voiceless Animal Rescue, Inc.",True,False,True,Short,Black & White / Tuxedo,True,True,False,False,True,False,2,True,DSH,False,Thirty Days Plus
1202,MUSH FACE,0,0,Adult,Tiger,Tabby (Brown / Chocolate),Female,unknown,"Other cats, children.",,unknown,Short,29.0,Staten Island Hope Animal Rescue,thirty_days,MUSH FACE Staten Island Hope Animal Rescue,True,False,True,Short,Tabby (Brown / Chocolate),True,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1203,Meatball,6,0,Adult,Tabby,Tabby (Brown / Chocolate),Male,unknown,Other cats.,,"Dogs, children.",Short,98.0,Staten Island Hope Animal Rescue,thirty_days,Meatball Staten Island Hope Animal Rescue,True,False,True,Short,Tabby (Brown / Chocolate),True,True,True,False,False,False,6,True,DSH,False,Thirty Days Plus
1204,Princess,3,0,Kitten,Tortoiseshell,unknown,Female,unknown,unknown,,unknown,Short,75.0,The Poor Animals of St. Francis Inc.,thirty_days,Princess The Poor Animals of St. Francis Inc.,True,False,True,Short,unknown,False,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
